product_id,customer_id,promo_id,week,on_promo,planned_lift_pct,actual_lift_pct,promo_price
NWO-1030,CUST_CLUB,PROMO_5159,2023-06-19,1,0.97,1.03,42.85
NWO-1030,CUST_DIRECT,PROMO_5160,2025-02-17,1,0.69,0.61,58.05
NWO-1030,CUST_DIRECT,PROMO_5160,2025-02-24,1,0.69,0.75,58.05
NWO-1031,CUST_NEST,PROMO_5161,2025-07-07,1,0.47,0.52,71.27
NWO-1031,CUST_NEST,PROMO_5161,2025-07-14,1,0.47,0.45,71.27
NWO-1031,CUST_NEST,PROMO_5161,2025-07-21,1,0.47,0.39,71.27
NWO-1031,CUST_STREAM,PROMO_5162,2023-07-31,1,0.73,0.8,84.7
NWO-1031,CUST_CLUB,PROMO_5163,2025-07-14,1,0.85,0.88,80.57
NWO-1031,CUST_CLUB,PROMO_5163,2025-07-21,1,0.85,0.88,80.57
NWO-1031,CUST_CLUB,PROMO_5163,2025-07-28,1,0.85,0.9,80.57
NWO-1031,CUST_STREAM,PROMO_5164,2025-05-19,1,0.78,0.79,83.66
NWO-1031,CUST_STREAM,PROMO_5164,2025-05-26,1,0.78,0.74,83.66
NWO-1031,CUST_STREAM,PROMO_5164,2025-06-02,1,0.78,0.77,83.66
NWO-1031,CUST_CLUB,PROMO_5165,2024-07-01,1,0.62,0.6,66.11
NWO-1031,CUST_CLUB,PROMO_5165,2024-07-08,1,0.62,0.69,66.11
NWO-1031,CUST_NEST,PROMO_5166,2024-10-21,1,0.97,1.03,64.04
NWO-1031,CUST_DIRECT,PROMO_5167,2026-09-14,1,0.83,,
NWO-1031,CUST_DIRECT,PROMO_5167,2026-09-21,1,0.83,,
NWO-1031,CUST_DIRECT,PROMO_5167,2026-09-28,1,0.83,,
NWO-1032,CUST_CLUB,PROMO_5168,2025-11-10,1,0.53,0.5,26.94
NWO-1032,CUST_CLUB,PROMO_5168,2025-11-17,1,0.53,0.46,26.94
NWO-1032,CUST_CLUB,PROMO_5168,2025-11-24,1,0.53,0.53,26.94
NWO-1032,CUST_MEGA,PROMO_5169,2024-02-05,1,0.62,0.71,28.74
NWO-1032,CUST_STREAM,PROMO_5170,2024-07-22,1,0.4,0.5,24.43
NWO-1032,CUST_STREAM,PROMO_5170,2024-07-29,1,0.4,0.26,24.43
NWO-1032,CUST_MEGA,PROMO_5171,2024-01-08,1,0.82,0.95,32.33
NWO-1033,CUST_MEGA,PROMO_5172,2024-03-04,1,0.94,0.97,82.88
NWO-1033,CUST_MEGA,PROMO_5172,2024-03-11,1,0.94,1.1,82.88
NWO-1033,CUST_CLUB,PROMO_5173,2026-02-02,1,0.32,0.24,102.0
NWO-1033,CUST_CLUB,PROMO_5173,2026-02-09,1,0.32,0.28,102.0
NWO-1033,CUST_CLUB,PROMO_5173,2026-02-16,1,0.32,0.49,102.0
NWO-1033,CUST_NEST,PROMO_5174,2025-03-31,1,0.92,1.02,105.82
NWO-1033,CUST_STREAM,PROMO_5175,2026-11-16,1,0.37,,
NWO-1033,CUST_STREAM,PROMO_5175,2026-11-23,1,0.37,,
NWO-1033,CUST_NEST,PROMO_5176,2025-04-21,1,0.74,0.63,94.35
NWO-1033,CUST_NEST,PROMO_5176,2025-04-28,1,0.74,0.69,94.35
NWO-1033,CUST_NEST,PROMO_5176,2025-05-05,1,0.74,0.63,94.35
NWO-1033,CUST_MEGA,PROMO_5177,2025-12-22,1,0.6,0.55,81.6
NWO-1033,CUST_MEGA,PROMO_5177,2025-12-29,1,0.6,0.48,81.6
NWO-1033,CUST_MEGA,PROMO_5178,2025-10-06,1,0.59,0.68,95.62
NWO-1033,CUST_MEGA,PROMO_5178,2025-10-13,1,0.59,0.67,95.62
NWO-1033,CUST_MEGA,PROMO_5178,2025-10-20,1,0.59,0.66,95.62
NWO-1033,CUST_DIRECT,PROMO_5179,2025-02-24,1,0.86,0.85,110.92
NWO-1033,CUST_STREAM,PROMO_5180,2024-12-09,1,1.08,1.1,85.42
NWO-1034,CUST_STREAM,PROMO_5181,2024-08-19,1,0.88,0.8,350.69
NWO-1034,CUST_STREAM,PROMO_5181,2024-08-26,1,0.88,0.91,350.69
NWO-1034,CUST_STREAM,PROMO_5181,2024-09-02,1,0.88,0.81,350.69
NWO-1034,CUST_STREAM,PROMO_5182,2026-04-20,1,0.74,,
NWO-1034,CUST_STREAM,PROMO_5182,2026-04-27,1,0.74,,
NWO-1034,CUST_MEGA,PROMO_5183,2023-09-25,1,0.37,0.36,360.17
NWO-1035,CUST_DIRECT,PROMO_5184,2023-08-21,1,0.52,0.63,347.84
NWO-1035,CUST_DIRECT,PROMO_5184,2023-08-28,1,0.52,0.55,347.84
NWO-1035,CUST_DIRECT,PROMO_5184,2023-09-04,1,0.52,0.55,347.84
NWO-1035,CUST_NEST,PROMO_5185,2024-03-25,1,0.71,0.6,416.35
NWO-1035,CUST_NEST,PROMO_5185,2024-04-01,1,0.71,0.77,416.35
NWO-1035,CUST_STREAM,PROMO_5186,2025-10-27,1,0.36,0.39,447.98
NWO-1035,CUST_STREAM,PROMO_5186,2025-11-03,1,0.36,0.34,447.98
NWO-1035,CUST_NEST,PROMO_5187,2024-12-30,1,0.31,0.32,400.54
NWO-1035,CUST_NEST,PROMO_5187,2025-01-06,1,0.31,0.29,400.54
NWO-1035,CUST_NEST,PROMO_5187,2025-01-13,1,0.31,0.55,400.54
NWO-1036,CUST_NEST,PROMO_5188,2025-09-08,1,0.27,0.38,88.45
NWO-1036,CUST_NEST,PROMO_5188,2025-09-15,1,0.27,0.28,88.45
NWO-1036,CUST_NEST,PROMO_5188,2025-09-22,1,0.27,0.22,88.45
NWO-1036,CUST_DIRECT,PROMO_5189,2024-01-08,1,0.66,0.82,111.2
NWO-1036,CUST_DIRECT,PROMO_5189,2024-01-15,1,0.66,0.63,111.2
NWO-1036,CUST_DIRECT,PROMO_5190,2024-03-25,1,0.37,0.37,98.56
NWO-1036,CUST_DIRECT,PROMO_5190,2024-04-01,1,0.37,0.4,98.56
NWO-1036,CUST_MEGA,PROMO_5191,2025-01-13,1,0.47,0.38,111.2
