product_id,site_id,week,on_hand,in_transit
NWO-1005,DC_WEST,2023-11-20,1997,489
NWO-1005,DC_WEST,2023-11-27,1442,657
NWO-1005,DC_WEST,2023-12-04,2001,849
NWO-1005,DC_WEST,2023-12-11,1886,465
NWO-1005,DC_WEST,2023-12-18,1127,528
NWO-1005,DC_WEST,2023-12-25,1900,334
NWO-1005,DC_WEST,2024-01-01,720,379
NWO-1005,DC_WEST,2024-01-08,959,325
NWO-1005,DC_WEST,2024-01-15,726,347
NWO-1005,DC_WEST,2024-01-22,902,422
NWO-1005,DC_WEST,2024-01-29,937,347
NWO-1005,DC_WEST,2024-02-05,937,286
NWO-1005,DC_WEST,2024-02-12,1127,420
NWO-1005,DC_WEST,2024-02-19,1130,467
NWO-1005,DC_WEST,2024-02-26,1190,328
NWO-1005,DC_WEST,2024-03-04,780,341
NWO-1005,DC_WEST,2024-03-11,1066,465
NWO-1005,DC_WEST,2024-03-18,1033,334
NWO-1005,DC_WEST,2024-03-25,1206,459
NWO-1005,DC_WEST,2024-04-01,1662,475
NWO-1005,DC_WEST,2024-04-08,1341,513
NWO-1005,DC_WEST,2024-04-15,918,355
NWO-1005,DC_WEST,2024-04-22,1143,461
NWO-1005,DC_WEST,2024-04-29,1090,459
NWO-1005,DC_WEST,2024-05-06,1042,532
NWO-1005,DC_WEST,2024-05-13,1024,468
NWO-1005,DC_WEST,2024-05-20,980,468
NWO-1005,DC_WEST,2024-05-27,1547,553
NWO-1005,DC_WEST,2024-06-03,1452,548
NWO-1005,DC_WEST,2024-06-10,1816,486
NWO-1005,DC_WEST,2024-06-17,1142,546
NWO-1005,DC_WEST,2024-06-24,1431,585
NWO-1005,DC_WEST,2024-07-01,1268,531
NWO-1005,DC_WEST,2024-07-08,1727,529
NWO-1005,DC_WEST,2024-07-15,1197,494
NWO-1005,DC_WEST,2024-07-22,1543,521
NWO-1005,DC_WEST,2024-07-29,1654,487
NWO-1005,DC_WEST,2024-08-05,1234,509
NWO-1005,DC_WEST,2024-08-12,1258,418
NWO-1005,DC_WEST,2024-08-19,1264,342
NWO-1005,DC_WEST,2024-08-26,1427,421
NWO-1005,DC_WEST,2024-09-02,965,459
NWO-1005,DC_WEST,2024-09-09,964,459
NWO-1005,DC_WEST,2024-09-16,1435,425
NWO-1005,DC_WEST,2024-09-23,1632,477
NWO-1005,DC_WEST,2024-09-30,1281,492
NWO-1005,DC_WEST,2024-10-07,1137,402
NWO-1005,DC_WEST,2024-10-14,1220,404
NWO-1005,DC_WEST,2024-10-21,1069,341
NWO-1005,DC_WEST,2024-10-28,881,669
NWO-1005,DC_WEST,2024-11-04,1534,676
NWO-1005,DC_WEST,2024-11-11,1437,663
NWO-1005,DC_WEST,2024-11-18,2027,661
NWO-1005,DC_WEST,2024-11-25,1420,780
NWO-1005,DC_WEST,2024-12-02,1435,537
NWO-1005,DC_WEST,2024-12-09,1746,520
NWO-1005,DC_WEST,2024-12-16,1826,539
NWO-1005,DC_WEST,2024-12-23,1397,582
NWO-1005,DC_WEST,2024-12-30,1346,434
NWO-1005,DC_WEST,2025-01-06,1042,304
NWO-1005,DC_WEST,2025-01-13,941,330
NWO-1005,DC_WEST,2025-01-20,1025,356
NWO-1005,DC_WEST,2025-01-27,976,264
NWO-1005,DC_WEST,2025-02-03,749,307
NWO-1005,DC_WEST,2025-02-10,693,356
NWO-1005,DC_WEST,2025-02-17,879,379
NWO-1005,DC_WEST,2025-02-24,1148,355
NWO-1005,DC_WEST,2025-03-03,1031,523
NWO-1005,DC_WEST,2025-03-10,1263,360
NWO-1005,DC_WEST,2025-03-17,1264,473
NWO-1005,DC_WEST,2025-03-24,1005,251
NWO-1005,DC_WEST,2025-03-31,1001,485
NWO-1005,DC_WEST,2025-04-07,1176,378
NWO-1005,DC_WEST,2025-04-14,920,346
NWO-1005,DC_WEST,2025-04-21,860,352
NWO-1005,DC_WEST,2025-04-28,1159,453
NWO-1005,DC_WEST,2025-05-05,1037,506
NWO-1005,DC_WEST,2025-05-12,933,355
NWO-1005,DC_WEST,2025-05-19,1076,482
NWO-1005,DC_WEST,2025-05-26,1506,571
NWO-1005,DC_WEST,2025-06-02,1202,522
NWO-1005,DC_WEST,2025-06-09,1200,537
NWO-1005,DC_WEST,2025-06-16,1337,396
NWO-1005,DC_WEST,2025-06-23,1108,415
NWO-1005,DC_WEST,2025-06-30,1252,480
NWO-1005,DC_WEST,2025-07-07,1266,591
NWO-1005,DC_WEST,2025-07-14,1505,548
NWO-1005,DC_WEST,2025-07-21,2127,456
NWO-1005,DC_WEST,2025-07-28,1556,613
NWO-1005,DC_WEST,2025-08-04,1568,467
NWO-1005,DC_WEST,2025-08-11,1147,387
NWO-1005,DC_WEST,2025-08-18,1160,446
NWO-1005,DC_WEST,2025-08-25,1448,494
NWO-1005,DC_WEST,2025-09-01,911,402
NWO-1005,DC_WEST,2025-09-08,1130,373
NWO-1005,DC_WEST,2025-09-15,846,451
NWO-1005,DC_WEST,2025-09-22,1286,501
NWO-1005,DC_WEST,2025-09-29,1254,398
NWO-1005,DC_WEST,2025-10-06,1088,433
NWO-1005,DC_WEST,2025-10-13,1210,557
NWO-1005,DC_WEST,2025-10-20,1518,405
NWO-1005,DC_WEST,2025-10-27,1027,645
NWO-1005,DC_WEST,2025-11-03,1438,692
NWO-1005,DC_WEST,2025-11-10,2293,616
NWO-1005,DC_WEST,2025-11-17,1684,599
NWO-1005,DC_WEST,2025-11-24,2029,467
NWO-1005,DC_WEST,2025-12-01,1543,533
NWO-1005,DC_WEST,2025-12-08,1201,579
NWO-1005,DC_WEST,2025-12-15,1848,495
NWO-1005,DC_WEST,2025-12-22,1365,454
NWO-1005,DC_WEST,2025-12-29,1299,211
NWO-1005,DC_WEST,2026-01-05,601,157
NWO-1005,DC_WEST,2026-01-12,588,156
NWO-1005,DC_WEST,2026-01-19,577,179
NWO-1005,DC_WEST,2026-01-26,509,146
NWO-1005,DC_WEST,2026-02-02,337,121
NWO-1005,DC_WEST,2026-02-09,345,86
NWO-1005,DC_WEST,2026-02-16,184,65
NWO-1005,DC_WEST,2026-02-23,137,59
NWO-1005,DC_WEST,2026-03-02,222,24
NWO-1005,DC_WEST,2026-03-09,80,25
NWO-1006,DC_NORTH,2023-06-05,804,280
NWO-1006,DC_NORTH,2023-06-12,647,227
NWO-1006,DC_NORTH,2023-06-19,697,205
NWO-1006,DC_NORTH,2023-06-26,560,190
NWO-1006,DC_NORTH,2023-07-03,481,282
NWO-1006,DC_NORTH,2023-07-10,665,164
NWO-1006,DC_NORTH,2023-07-17,534,221
NWO-1006,DC_NORTH,2023-07-24,508,290
NWO-1006,DC_NORTH,2023-07-31,534,225
NWO-1006,DC_NORTH,2023-08-07,722,228
NWO-1006,DC_NORTH,2023-08-14,595,272
NWO-1006,DC_NORTH,2023-08-21,730,159
NWO-1006,DC_NORTH,2023-08-28,442,194
NWO-1006,DC_NORTH,2023-09-04,609,269
NWO-1006,DC_NORTH,2023-09-11,624,247
NWO-1006,DC_NORTH,2023-09-18,659,210
NWO-1006,DC_NORTH,2023-09-25,791,207
NWO-1006,DC_NORTH,2023-10-02,599,255
NWO-1006,DC_NORTH,2023-10-09,512,188
NWO-1006,DC_NORTH,2023-10-16,473,248
NWO-1006,DC_NORTH,2023-10-23,695,190
NWO-1006,DC_NORTH,2023-10-30,701,267
NWO-1006,DC_NORTH,2023-11-06,804,363
NWO-1006,DC_NORTH,2023-11-13,821,368
NWO-1006,DC_NORTH,2023-11-20,972,269
NWO-1006,DC_NORTH,2023-11-27,679,333
NWO-1006,DC_NORTH,2023-12-04,741,348
NWO-1006,DC_NORTH,2023-12-11,967,264
NWO-1006,DC_NORTH,2023-12-18,694,283
NWO-1006,DC_NORTH,2023-12-25,668,118
NWO-1006,DC_NORTH,2024-01-01,427,149
NWO-1006,DC_NORTH,2024-01-08,416,192
NWO-1006,DC_NORTH,2024-01-15,434,195
NWO-1006,DC_NORTH,2024-01-22,413,120
NWO-1006,DC_NORTH,2024-01-29,383,172
NWO-1006,DC_NORTH,2024-02-05,347,139
NWO-1006,DC_NORTH,2024-02-12,509,142
NWO-1006,DC_NORTH,2024-02-19,408,119
NWO-1006,DC_NORTH,2024-02-26,371,183
NWO-1006,DC_NORTH,2024-03-04,491,260
NWO-1006,DC_NORTH,2024-03-11,633,187
NWO-1006,DC_NORTH,2024-03-18,396,196
NWO-1006,DC_NORTH,2024-03-25,563,226
NWO-1006,DC_NORTH,2024-04-01,679,246
NWO-1006,DC_NORTH,2024-04-08,760,215
NWO-1006,DC_NORTH,2024-04-15,625,207
NWO-1006,DC_NORTH,2024-04-22,490,250
NWO-1006,DC_NORTH,2024-04-29,685,189
NWO-1006,DC_NORTH,2024-05-06,611,272
NWO-1006,DC_NORTH,2024-05-13,694,233
NWO-1006,DC_NORTH,2024-05-20,616,241
NWO-1006,DC_NORTH,2024-05-27,550,191
NWO-1006,DC_NORTH,2024-06-03,699,197
NWO-1006,DC_NORTH,2024-06-10,402,224
NWO-1006,DC_NORTH,2024-06-17,521,147
NWO-1006,DC_NORTH,2024-06-24,410,236
NWO-1006,DC_NORTH,2024-07-01,552,245
NWO-1006,DC_NORTH,2024-07-08,544,198
NWO-1006,DC_NORTH,2024-07-15,578,209
NWO-1006,DC_NORTH,2024-07-22,645,227
NWO-1006,DC_NORTH,2024-07-29,850,301
NWO-1006,DC_NORTH,2024-08-05,725,212
NWO-1006,DC_NORTH,2024-08-12,563,212
NWO-1006,DC_NORTH,2024-08-19,525,211
NWO-1006,DC_NORTH,2024-08-26,656,207
NWO-1006,DC_NORTH,2024-09-02,493,221
NWO-1006,DC_NORTH,2024-09-09,552,214
NWO-1006,DC_NORTH,2024-09-16,475,188
NWO-1006,DC_NORTH,2024-09-23,427,208
NWO-1006,DC_NORTH,2024-09-30,631,195
NWO-1006,DC_NORTH,2024-10-07,506,190
NWO-1006,DC_NORTH,2024-10-14,639,280
NWO-1006,DC_NORTH,2024-10-21,731,155
NWO-1006,DC_NORTH,2024-10-28,549,248
NWO-1006,DC_NORTH,2024-11-04,823,415
NWO-1006,DC_NORTH,2024-11-11,844,299
NWO-1006,DC_NORTH,2024-11-18,815,429
NWO-1006,DC_NORTH,2024-11-25,1775,434
NWO-1006,DC_NORTH,2024-12-02,1033,288
NWO-1006,DC_NORTH,2024-12-09,836,330
NWO-1006,DC_NORTH,2024-12-16,730,281
NWO-1006,DC_NORTH,2024-12-23,819,307
NWO-1006,DC_NORTH,2024-12-30,1189,167
NWO-1006,DC_NORTH,2025-01-06,351,185
NWO-1006,DC_NORTH,2025-01-13,668,217
NWO-1006,DC_NORTH,2025-01-20,371,173
NWO-1006,DC_NORTH,2025-01-27,409,191
NWO-1006,DC_NORTH,2025-02-03,395,165
NWO-1006,DC_NORTH,2025-02-10,432,150
NWO-1006,DC_NORTH,2025-02-17,436,194
NWO-1006,DC_NORTH,2025-02-24,469,212
NWO-1006,DC_NORTH,2025-03-03,617,150
NWO-1006,DC_NORTH,2025-03-10,616,192
NWO-1006,DC_NORTH,2025-03-17,332,195
NWO-1006,DC_NORTH,2025-03-24,627,138
NWO-1006,DC_NORTH,2025-03-31,277,159
NWO-1006,DC_NORTH,2025-04-07,484,210
NWO-1006,DC_NORTH,2025-04-14,721,208
NWO-1006,DC_NORTH,2025-04-21,740,175
NWO-1006,DC_NORTH,2025-04-28,550,196
NWO-1006,DC_NORTH,2025-05-05,719,191
NWO-1006,DC_NORTH,2025-05-12,587,184
NWO-1006,DC_NORTH,2025-05-19,493,244
NWO-1006,DC_NORTH,2025-05-26,692,241
NWO-1006,DC_NORTH,2025-06-02,569,270
NWO-1006,DC_NORTH,2025-06-09,634,249
NWO-1006,DC_NORTH,2025-06-16,729,255
NWO-1006,DC_NORTH,2025-06-23,683,197
NWO-1006,DC_NORTH,2025-06-30,390,246
NWO-1006,DC_NORTH,2025-07-07,570,251
NWO-1006,DC_NORTH,2025-07-14,531,225
NWO-1006,DC_NORTH,2025-07-21,584,295
NWO-1006,DC_NORTH,2025-07-28,917,228
NWO-1006,DC_NORTH,2025-08-04,642,245
NWO-1006,DC_NORTH,2025-08-11,506,249
NWO-1006,DC_NORTH,2025-08-18,744,277
NWO-1006,DC_NORTH,2025-08-25,899,186
NWO-1006,DC_NORTH,2025-09-01,464,207
NWO-1006,DC_NORTH,2025-09-08,610,159
NWO-1006,DC_NORTH,2025-09-15,581,182
NWO-1006,DC_NORTH,2025-09-22,554,239
NWO-1006,DC_NORTH,2025-09-29,659,237
NWO-1006,DC_NORTH,2025-10-06,689,169
NWO-1006,DC_NORTH,2025-10-13,473,183
NWO-1006,DC_NORTH,2025-10-20,456,191
NWO-1006,DC_NORTH,2025-10-27,579,381
NWO-1006,DC_NORTH,2025-11-03,1103,237
NWO-1006,DC_NORTH,2025-11-10,565,226
NWO-1006,DC_NORTH,2025-11-17,786,314
NWO-1006,DC_NORTH,2025-11-24,1261,322
NWO-1006,DC_NORTH,2025-12-01,737,312
NWO-1006,DC_NORTH,2025-12-08,733,297
NWO-1006,DC_NORTH,2025-12-15,652,329
NWO-1006,DC_NORTH,2025-12-22,1032,263
NWO-1006,DC_NORTH,2025-12-29,670,143
NWO-1006,DC_NORTH,2026-01-05,367,222
NWO-1006,DC_NORTH,2026-01-12,577,216
NWO-1006,DC_NORTH,2026-01-19,521,176
NWO-1006,DC_NORTH,2026-01-26,336,167
NWO-1006,DC_NORTH,2026-02-02,376,130
NWO-1006,DC_NORTH,2026-02-09,338,200
NWO-1006,DC_NORTH,2026-02-16,508,106
NWO-1006,DC_NORTH,2026-02-23,346,173
NWO-1006,DC_NORTH,2026-03-02,580,219
NWO-1006,DC_NORTH,2026-03-09,488,162
NWO-1006,DC_NORTH,2026-03-16,508,285
NWO-1006,DC_NORTH,2026-03-23,776,162
NWO-1006,DC_NORTH,2026-03-30,373,195
NWO-1006,DC_NORTH,2026-04-06,561,270
NWO-1006,DC_NORTH,2026-04-13,750,186
NWO-1006,DC_NORTH,2026-04-20,575,149
NWO-1006,DC_NORTH,2026-04-27,392,256
NWO-1006,DC_NORTH,2026-05-04,657,160
NWO-1006,DC_NORTH,2026-05-11,488,170
NWO-1006,DC_NORTH,2026-05-18,616,154
NWO-1006,DC_NORTH,2026-05-25,490,182
NWO-1006,DC_NORTH,2026-06-01,581,200
NWO-1006,DC_SOUTH,2023-06-05,1800,1065
NWO-1006,DC_SOUTH,2023-06-12,3068,487
NWO-1006,DC_SOUTH,2023-06-19,1799,496
NWO-1006,DC_SOUTH,2023-06-26,1412,590
NWO-1006,DC_SOUTH,2023-07-03,1553,618
NWO-1006,DC_SOUTH,2023-07-10,1894,687
NWO-1006,DC_SOUTH,2023-07-17,1648,659
NWO-1006,DC_SOUTH,2023-07-24,2039,437
NWO-1006,DC_SOUTH,2023-07-31,1574,533
NWO-1006,DC_SOUTH,2023-08-07,1982,748
NWO-1006,DC_SOUTH,2023-08-14,2028,580
NWO-1006,DC_SOUTH,2023-08-21,1327,705
NWO-1006,DC_SOUTH,2023-08-28,1584,602
NWO-1006,DC_SOUTH,2023-09-04,1071,492
NWO-1006,DC_SOUTH,2023-09-11,1496,589
NWO-1006,DC_SOUTH,2023-09-18,1848,618
NWO-1006,DC_SOUTH,2023-09-25,1685,582
NWO-1006,DC_SOUTH,2023-10-02,1558,697
NWO-1006,DC_SOUTH,2023-10-09,1691,567
NWO-1006,DC_SOUTH,2023-10-16,1249,734
NWO-1006,DC_SOUTH,2023-10-23,1467,511
NWO-1006,DC_SOUTH,2023-10-30,1469,868
NWO-1006,DC_SOUTH,2023-11-06,2207,862
NWO-1006,DC_SOUTH,2023-11-13,2383,767
NWO-1006,DC_SOUTH,2023-11-20,1977,736
NWO-1006,DC_SOUTH,2023-11-27,2411,908
NWO-1006,DC_SOUTH,2023-12-04,2449,794
NWO-1006,DC_SOUTH,2023-12-11,2617,876
NWO-1006,DC_SOUTH,2023-12-18,1959,916
NWO-1006,DC_SOUTH,2023-12-25,2491,346
NWO-1006,DC_SOUTH,2024-01-01,1105,452
NWO-1006,DC_SOUTH,2024-01-08,1051,395
NWO-1006,DC_SOUTH,2024-01-15,1029,395
NWO-1006,DC_SOUTH,2024-01-22,1412,506
NWO-1006,DC_SOUTH,2024-01-29,1416,339
NWO-1006,DC_SOUTH,2024-02-05,1271,486
NWO-1006,DC_SOUTH,2024-02-12,1286,318
NWO-1006,DC_SOUTH,2024-02-19,920,331
NWO-1006,DC_SOUTH,2024-02-26,1265,502
NWO-1006,DC_SOUTH,2024-03-04,928,516
NWO-1006,DC_SOUTH,2024-03-11,1631,513
NWO-1006,DC_SOUTH,2024-03-18,1263,491
NWO-1006,DC_SOUTH,2024-03-25,1216,513
NWO-1006,DC_SOUTH,2024-04-01,1696,487
NWO-1006,DC_SOUTH,2024-04-08,1213,524
NWO-1006,DC_SOUTH,2024-04-15,1575,465
NWO-1006,DC_SOUTH,2024-04-22,1380,399
NWO-1006,DC_SOUTH,2024-04-29,1176,517
NWO-1006,DC_SOUTH,2024-05-06,1288,647
NWO-1006,DC_SOUTH,2024-05-13,1989,675
NWO-1006,DC_SOUTH,2024-05-20,1982,499
NWO-1006,DC_SOUTH,2024-05-27,1532,625
NWO-1006,DC_SOUTH,2024-06-03,1630,529
NWO-1006,DC_SOUTH,2024-06-10,1360,728
NWO-1006,DC_SOUTH,2024-06-17,2057,538
NWO-1006,DC_SOUTH,2024-06-24,1740,668
NWO-1006,DC_SOUTH,2024-07-01,1790,654
NWO-1006,DC_SOUTH,2024-07-08,1938,829
NWO-1006,DC_SOUTH,2024-07-15,1981,718
NWO-1006,DC_SOUTH,2024-07-22,1547,704
NWO-1006,DC_SOUTH,2024-07-29,1775,881
NWO-1006,DC_SOUTH,2024-08-05,2777,612
NWO-1006,DC_SOUTH,2024-08-12,1612,742
NWO-1006,DC_SOUTH,2024-08-19,2023,388
NWO-1006,DC_SOUTH,2024-08-26,1575,696
NWO-1006,DC_SOUTH,2024-09-02,1756,731
NWO-1006,DC_SOUTH,2024-09-09,1448,512
NWO-1006,DC_SOUTH,2024-09-16,1244,495
NWO-1006,DC_SOUTH,2024-09-23,1251,586
NWO-1006,DC_SOUTH,2024-09-30,2080,599
NWO-1006,DC_SOUTH,2024-10-07,1688,578
NWO-1006,DC_SOUTH,2024-10-14,1629,452
NWO-1006,DC_SOUTH,2024-10-21,1216,456
NWO-1006,DC_SOUTH,2024-10-28,1099,557
NWO-1006,DC_SOUTH,2024-11-04,1927,654
NWO-1006,DC_SOUTH,2024-11-11,2619,634
NWO-1006,DC_SOUTH,2024-11-18,2122,674
NWO-1006,DC_SOUTH,2024-11-25,1441,886
NWO-1006,DC_SOUTH,2024-12-02,3126,803
NWO-1006,DC_SOUTH,2024-12-09,2218,753
NWO-1006,DC_SOUTH,2024-12-16,2390,957
NWO-1006,DC_SOUTH,2024-12-23,2245,1020
NWO-1006,DC_SOUTH,2024-12-30,2240,390
NWO-1006,DC_SOUTH,2025-01-06,1115,384
NWO-1006,DC_SOUTH,2025-01-13,878,336
NWO-1006,DC_SOUTH,2025-01-20,1028,590
NWO-1006,DC_SOUTH,2025-01-27,1716,539
NWO-1006,DC_SOUTH,2025-02-03,2044,704
NWO-1006,DC_SOUTH,2025-02-10,2160,381
NWO-1006,DC_SOUTH,2025-02-17,1608,403
NWO-1006,DC_SOUTH,2025-02-24,1119,625
NWO-1006,DC_SOUTH,2025-03-03,1314,536
NWO-1006,DC_SOUTH,2025-03-10,1341,504
NWO-1006,DC_SOUTH,2025-03-17,1483,592
NWO-1006,DC_SOUTH,2025-03-24,1511,597
NWO-1006,DC_SOUTH,2025-03-31,1301,510
NWO-1006,DC_SOUTH,2025-04-07,1595,591
NWO-1006,DC_SOUTH,2025-04-14,1196,499
NWO-1006,DC_SOUTH,2025-04-21,1306,504
NWO-1006,DC_SOUTH,2025-04-28,1591,376
NWO-1006,DC_SOUTH,2025-05-05,1204,634
NWO-1006,DC_SOUTH,2025-05-12,1714,495
NWO-1006,DC_SOUTH,2025-05-19,1512,570
NWO-1006,DC_SOUTH,2025-05-26,1200,534
NWO-1006,DC_SOUTH,2025-06-02,1875,595
NWO-1006,DC_SOUTH,2025-06-09,1940,676
NWO-1006,DC_SOUTH,2025-06-16,1165,828
NWO-1006,DC_SOUTH,2025-06-23,1537,653
NWO-1006,DC_SOUTH,2025-06-30,1839,714
NWO-1006,DC_SOUTH,2025-07-07,1799,724
NWO-1006,DC_SOUTH,2025-07-14,1278,731
NWO-1006,DC_SOUTH,2025-07-21,2252,603
NWO-1006,DC_SOUTH,2025-07-28,1944,427
NWO-1006,DC_SOUTH,2025-08-04,1524,411
NWO-1006,DC_SOUTH,2025-08-11,1342,471
NWO-1006,DC_SOUTH,2025-08-18,1729,574
NWO-1006,DC_SOUTH,2025-08-25,1214,569
NWO-1006,DC_SOUTH,2025-09-01,1567,546
NWO-1006,DC_SOUTH,2025-09-08,1399,565
NWO-1006,DC_SOUTH,2025-09-15,1803,373
NWO-1006,DC_SOUTH,2025-09-22,1264,495
NWO-1006,DC_SOUTH,2025-09-29,1509,586
NWO-1006,DC_SOUTH,2025-10-06,1701,635
NWO-1006,DC_SOUTH,2025-10-13,1381,579
NWO-1006,DC_SOUTH,2025-10-20,1603,744
NWO-1006,DC_SOUTH,2025-10-27,1673,943
NWO-1006,DC_SOUTH,2025-11-03,2018,764
NWO-1006,DC_SOUTH,2025-11-10,2404,821
NWO-1006,DC_SOUTH,2025-11-17,2319,786
NWO-1006,DC_SOUTH,2025-11-24,1688,629
NWO-1006,DC_SOUTH,2025-12-01,2630,547
NWO-1006,DC_SOUTH,2025-12-08,1619,739
NWO-1006,DC_SOUTH,2025-12-15,1847,920
NWO-1006,DC_SOUTH,2025-12-22,2570,1121
NWO-1006,DC_SOUTH,2025-12-29,3239,380
NWO-1006,DC_SOUTH,2026-01-05,1064,473
NWO-1006,DC_SOUTH,2026-01-12,1490,422
NWO-1006,DC_SOUTH,2026-01-19,861,336
NWO-1006,DC_SOUTH,2026-01-26,1277,354
NWO-1006,DC_SOUTH,2026-02-02,1218,383
NWO-1006,DC_SOUTH,2026-02-09,892,504
NWO-1006,DC_SOUTH,2026-02-16,1407,447
NWO-1006,DC_SOUTH,2026-02-23,1642,662
NWO-1006,DC_SOUTH,2026-03-02,1889,475
NWO-1006,DC_SOUTH,2026-03-09,1468,599
NWO-1006,DC_SOUTH,2026-03-16,1247,508
NWO-1006,DC_SOUTH,2026-03-23,1318,447
NWO-1006,DC_SOUTH,2026-03-30,1509,483
NWO-1006,DC_SOUTH,2026-04-06,1762,519
NWO-1006,DC_SOUTH,2026-04-13,1785,517
NWO-1006,DC_SOUTH,2026-04-20,1322,542
NWO-1006,DC_SOUTH,2026-04-27,1217,598
NWO-1006,DC_SOUTH,2026-05-04,1526,626
NWO-1006,DC_SOUTH,2026-05-11,1506,633
NWO-1006,DC_SOUTH,2026-05-18,1808,656
NWO-1006,DC_SOUTH,2026-05-25,1893,604
NWO-1006,DC_SOUTH,2026-06-01,1710,601
NWO-1006,DC_WEST,2023-06-05,1065,403
NWO-1006,DC_WEST,2023-06-12,887,482
NWO-1006,DC_WEST,2023-06-19,1213,560
NWO-1006,DC_WEST,2023-06-26,1460,461
NWO-1006,DC_WEST,2023-07-03,1165,457
NWO-1006,DC_WEST,2023-07-10,1271,462
NWO-1006,DC_WEST,2023-07-17,1062,401
NWO-1006,DC_WEST,2023-07-24,1243,406
NWO-1006,DC_WEST,2023-07-31,1607,465
NWO-1006,DC_WEST,2023-08-07,1398,404
NWO-1006,DC_WEST,2023-08-14,1093,523
NWO-1006,DC_WEST,2023-08-21,1464,417
NWO-1006,DC_WEST,2023-08-28,1294,364
NWO-1006,DC_WEST,2023-09-04,984,396
NWO-1006,DC_WEST,2023-09-11,805,379
NWO-1006,DC_WEST,2023-09-18,910,344
NWO-1006,DC_WEST,2023-09-25,877,505
NWO-1006,DC_WEST,2023-10-02,1098,414
NWO-1006,DC_WEST,2023-10-09,1188,456
NWO-1006,DC_WEST,2023-10-16,1438,464
NWO-1006,DC_WEST,2023-10-23,1080,413
NWO-1006,DC_WEST,2023-10-30,1318,490
NWO-1006,DC_WEST,2023-11-06,1617,823
NWO-1006,DC_WEST,2023-11-13,2793,1004
NWO-1006,DC_WEST,2023-11-20,2538,460
NWO-1006,DC_WEST,2023-11-27,1646,729
NWO-1006,DC_WEST,2023-12-04,1948,613
NWO-1006,DC_WEST,2023-12-11,1967,501
NWO-1006,DC_WEST,2023-12-18,1670,541
NWO-1006,DC_WEST,2023-12-25,1147,262
NWO-1006,DC_WEST,2024-01-01,984,348
NWO-1006,DC_WEST,2024-01-08,807,259
NWO-1006,DC_WEST,2024-01-15,1010,330
NWO-1006,DC_WEST,2024-01-22,775,325
NWO-1006,DC_WEST,2024-01-29,669,299
NWO-1006,DC_WEST,2024-02-05,649,282
NWO-1006,DC_WEST,2024-02-12,660,400
NWO-1006,DC_WEST,2024-02-19,1106,366
NWO-1006,DC_WEST,2024-02-26,1035,291
NWO-1006,DC_WEST,2024-03-04,806,328
NWO-1006,DC_WEST,2024-03-11,1270,361
NWO-1006,DC_WEST,2024-03-18,819,374
NWO-1006,DC_WEST,2024-03-25,908,316
NWO-1006,DC_WEST,2024-04-01,1305,436
NWO-1006,DC_WEST,2024-04-08,1597,333
NWO-1006,DC_WEST,2024-04-15,1421,387
NWO-1006,DC_WEST,2024-04-22,1092,318
NWO-1006,DC_WEST,2024-04-29,1068,278
NWO-1006,DC_WEST,2024-05-06,858,456
NWO-1006,DC_WEST,2024-05-13,1154,410
NWO-1006,DC_WEST,2024-05-20,1258,399
NWO-1006,DC_WEST,2024-05-27,1401,502
NWO-1006,DC_WEST,2024-06-03,1021,372
NWO-1006,DC_WEST,2024-06-10,1120,361
NWO-1006,DC_WEST,2024-06-17,1045,319
NWO-1006,DC_WEST,2024-06-24,937,368
NWO-1006,DC_WEST,2024-07-01,1233,424
NWO-1006,DC_WEST,2024-07-08,1108,438
NWO-1006,DC_WEST,2024-07-15,1514,519
NWO-1006,DC_WEST,2024-07-22,1020,393
NWO-1006,DC_WEST,2024-07-29,1046,442
NWO-1006,DC_WEST,2024-08-05,1262,608
NWO-1006,DC_WEST,2024-08-12,1190,553
NWO-1006,DC_WEST,2024-08-19,1393,386
NWO-1006,DC_WEST,2024-08-26,862,411
NWO-1006,DC_WEST,2024-09-02,1094,281
NWO-1006,DC_WEST,2024-09-09,991,463
NWO-1006,DC_WEST,2024-09-16,1358,465
NWO-1006,DC_WEST,2024-09-23,1031,344
NWO-1006,DC_WEST,2024-09-30,1030,343
NWO-1006,DC_WEST,2024-10-07,853,484
NWO-1006,DC_WEST,2024-10-14,1203,401
NWO-1006,DC_WEST,2024-10-21,1074,396
NWO-1006,DC_WEST,2024-10-28,1207,568
NWO-1006,DC_WEST,2024-11-04,1712,660
NWO-1006,DC_WEST,2024-11-11,1617,674
NWO-1006,DC_WEST,2024-11-18,1496,602
NWO-1006,DC_WEST,2024-11-25,1393,707
NWO-1006,DC_WEST,2024-12-02,1905,605
NWO-1006,DC_WEST,2024-12-09,1442,738
NWO-1006,DC_WEST,2024-12-16,1965,656
NWO-1006,DC_WEST,2024-12-23,1460,725
NWO-1006,DC_WEST,2024-12-30,1566,427
NWO-1006,DC_WEST,2025-01-06,1264,373
NWO-1006,DC_WEST,2025-01-13,1145,402
NWO-1006,DC_WEST,2025-01-20,834,335
NWO-1006,DC_WEST,2025-01-27,841,341
NWO-1006,DC_WEST,2025-02-03,937,429
NWO-1006,DC_WEST,2025-02-10,978,361
NWO-1006,DC_WEST,2025-02-17,907,331
NWO-1006,DC_WEST,2025-02-24,1198,416
NWO-1006,DC_WEST,2025-03-03,1189,335
